Date,Action,Phase,Product ID,Product Name,Price,Sector,Index,10D ROI,Index 10D ROI,Last X Day High,Last X Day Low,SD Ratio,Max ROI,Min ROI,10D Max ROI,10D MIN ROI,Current ROI,Vol spike,Long Stop Loss SD,Long Stop Loss XD,Long Profit Take,Short Stop Loss SD,Short Stop Loss XD,Short Profit Take,Slope,Long RR,Short RR,S/R,Price:S/R %,1 Day,1 Day %,Portfolio Status,Portfolio Return,Portfolio Max Return,Held Duration,Open Low Range %,Correlation co-efficient,Phase (numerical),Bonus,Lyr,5yr,3yr,1yr
20190509,Normal ReBal,UL Rebalance WAKE,011,CFS WS Cash (011),1.635,016,016,0.06,-1.89,0.00,0.00,0.11,0.97,0.00,NaN,NaN,0.96,NaN,1.63,1.63,1.64,1.64,1.64,1.63,1.65,0.80,0.99,1.62,0.728,0.00,0.00,NOT HELD,NaN,NaN,NaN,0,-0.0981,0.00,0.00,3.05,NaN,NaN,NaN
20190510,Normal ReBal,UL Rebalance WAKE,011,CFS WS Cash (011),1.635,016,016,0.04,-1.59,2.00,0.00,0.22,0.96,0.00,NaN,NaN,0.95,NaN,1.63,1.63,1.64,1.64,1.64,1.63,1.65,0.72,1.09,1.62,0.731,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,-0.0966,0.00,0.00,3.05,NaN,NaN,NaN
20190513,Normal ReBal,UL Rebalance WAKE,011,CFS WS Cash (011),1.635,016,016,0.04,-1.05,5.00,0.00,-0.28,0.95,0.00,NaN,NaN,0.95,NaN,1.63,1.63,1.64,1.64,1.64,1.63,1.63,1.16,0.68,1.62,0.726,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,-0.0878,2.00,0.00,3.05,NaN,NaN,NaN
20190514,Normal ReBal,UL Rebalance WAKE,011,CFS WS Cash (011),1.635,016,016,0.04,-1.41,10000.00,0.00,-0.17,0.95,0.00,NaN,NaN,0.94,NaN,1.63,1.63,1.64,1.64,1.64,1.63,1.63,1.04,0.76,1.62,0.729,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,-0.0823,14.00,0.00,3.05,NaN,NaN,NaN
20190515,Normal ReBal,100+ Day High,011,CFS WS Cash (011),1.635,016,016,0.04,-1.34,10000.00,0.00,-0.06,0.94,0.00,NaN,NaN,0.93,NaN,1.63,1.63,1.64,1.64,1.64,1.63,1.63,0.94,0.84,1.61,1.552,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,-0.0746,14.00,0.00,3.05,NaN,NaN,NaN
20190516,Normal ReBal,No action.,011,CFS WS Cash (011),1.635,016,016,0.04,0.03,0.00,0.00,-0.37,0.94,0.00,NaN,NaN,0.93,NaN,1.63,1.63,1.64,1.64,1.64,1.63,1.63,1.26,0.62,1.61,1.546,0.00,0.00,NOT HELD,NaN,NaN,NaN,0,-0.0555,0.00,0.00,3.05,NaN,NaN,NaN
20190517,Normal ReBal,100+ Day High,011,CFS WS Cash (011),1.635,016,016,0.05,0.55,10000.00,0.00,0.57,0.92,0.00,NaN,NaN,0.91,NaN,1.63,1.63,1.64,1.64,1.64,1.63,1.65,0.51,1.52,1.62,0.735,0.00,0.02,NOT HELD,NaN,NaN,NaN,0,-0.0531,14.00,0.00,3.05,NaN,NaN,NaN
20190520,Normal ReBal,100+ Day High,011,CFS WS Cash (011),1.635,016,016,0.04,2.79,10000.00,0.00,0.05,0.92,0.00,NaN,NaN,0.91,NaN,1.63,1.63,1.64,1.64,1.64,1.63,1.64,0.84,0.94,1.62,0.732,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,-0.0400,14.00,0.00,3.05,NaN,NaN,NaN
20190521,Normal ReBal,100+ Day High,011,CFS WS Cash (011),1.636,016,016,0.04,2.76,10000.00,0.00,0.16,0.91,0.00,NaN,NaN,0.90,NaN,1.63,1.63,1.64,1.64,1.64,1.63,1.65,0.76,1.04,1.62,0.734,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,-0.0278,14.00,0.00,3.05,NaN,NaN,NaN
20190522,Normal ReBal,100+ Day High,011,CFS WS Cash (011),1.636,016,016,0.07,3.41,10000.00,0.00,0.68,0.90,0.00,NaN,NaN,0.89,NaN,1.63,1.63,1.64,1.64,1.64,1.64,1.65,0.45,1.71,1.62,0.737,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,-0.0155,14.00,0.00,3.06,NaN,NaN,NaN
20190523,Normal ReBal,100+ Day High,011,CFS WS Cash (011),1.636,016,016,0.07,2.84,10000.00,0.00,0.78,0.89,0.00,NaN,NaN,0.88,NaN,1.64,1.63,1.64,1.64,1.64,1.64,1.64,0.40,1.88,1.61,1.563,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,-0.0060,14.00,0.00,3.06,NaN,NaN,NaN
20190524,Normal ReBal,100+ Day High,011,CFS WS Cash (011),1.636,016,016,0.07,2.20,10000.00,0.00,0.87,0.89,0.00,NaN,NaN,0.88,NaN,1.64,1.63,1.64,1.64,1.64,1.64,1.64,0.36,2.07,1.61,1.569,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,0.0112,14.00,0.00,3.06,NaN,NaN,NaN
20190527,Normal ReBal,100+ Day High,011,CFS WS Cash (011),1.636,016,016,0.07,2.24,10000.00,0.00,0.34,0.88,0.00,NaN,NaN,0.87,NaN,1.64,1.63,1.64,1.64,1.64,1.64,1.65,0.64,1.23,1.62,0.902,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,0.0132,14.00,0.00,3.06,NaN,NaN,NaN
20190528,Normal ReBal,100+ Day High,011,CFS WS Cash (011),1.636,016,016,0.07,3.59,10000.00,0.00,0.45,0.87,0.00,NaN,NaN,0.87,NaN,1.64,1.63,1.64,1.64,1.64,1.64,1.66,0.58,1.36,1.62,0.906,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,0.0242,14.00,0.00,3.06,NaN,NaN,NaN
20190529,Normal ReBal,100+ Day High,011,CFS WS Cash (011),1.636,016,016,0.07,2.24,10000.00,0.00,0.55,0.87,0.00,NaN,NaN,0.86,NaN,1.64,1.63,1.64,1.64,1.64,1.64,1.66,0.52,1.50,1.62,0.906,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,0.0394,14.00,0.00,3.06,NaN,NaN,NaN
20190530,Normal ReBal,100+ Day High,011,CFS WS Cash (011),1.636,016,016,0.08,0.81,10000.00,0.00,0.65,0.86,0.00,NaN,NaN,0.85,NaN,1.64,1.63,1.64,1.64,1.64,1.64,1.67,0.47,1.66,1.62,0.909,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,0.0369,14.00,0.00,3.06,NaN,NaN,NaN
20190531,Normal ReBal,100+ Day High,011,CFS WS Cash (011),1.636,016,016,0.07,-0.02,10000.00,0.00,0.75,0.86,0.00,NaN,NaN,0.85,NaN,1.64,1.63,1.64,1.64,1.64,1.64,1.67,0.42,1.84,1.62,0.912,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,0.0447,14.00,0.00,3.06,NaN,NaN,NaN
20190603,Normal ReBal,100+ Day High,011,CFS WS Cash (011),1.637,016,016,0.07,-2.80,10000.00,0.00,0.66,0.84,0.00,NaN,NaN,0.84,NaN,1.64,1.63,1.64,1.64,1.64,1.64,1.66,0.46,1.67,1.62,1.243,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,0.0610,14.00,0.00,3.06,NaN,NaN,NaN
20190604,Normal ReBal,No action.,011,CFS WS Cash (011),1.637,016,016,0.07,-2.72,0.00,0.00,0.35,0.84,0.00,NaN,NaN,0.84,NaN,1.64,1.63,1.64,1.64,1.64,1.64,1.66,0.64,1.23,1.62,1.243,0.00,0.00,NOT HELD,NaN,NaN,NaN,0,0.0499,0.00,0.00,3.06,NaN,NaN,NaN
20190605,Normal ReBal,100+ Day High,011,CFS WS Cash (011),1.637,016,016,0.06,-2.34,10000.00,0.00,0.46,0.84,0.00,NaN,NaN,0.83,NaN,1.64,1.63,1.64,1.64,1.64,1.64,1.67,0.57,1.37,1.62,1.248,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,0.0565,14.00,0.00,3.06,NaN,NaN,NaN
20190606,Normal ReBal,100+ Day High,011,CFS WS Cash (011),1.637,016,016,0.06,-1.87,10000.00,0.00,0.57,0.83,0.00,NaN,NaN,0.82,NaN,1.64,1.63,1.64,1.64,1.64,1.64,1.68,0.51,1.52,1.62,0.916,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,0.0633,14.00,0.00,3.06,NaN,NaN,NaN
20190607,Normal ReBal,No action.,011,CFS WS Cash (011),1.637,016,016,0.05,-0.43,0.00,0.00,0.26,0.83,0.00,NaN,NaN,0.82,NaN,1.64,1.63,1.64,1.64,1.64,1.64,1.67,0.69,1.14,1.62,0.912,0.00,0.00,NOT HELD,NaN,NaN,NaN,0,0.0716,0.00,0.00,3.06,NaN,NaN,NaN
20190611,Normal ReBal,100+ Day High,011,CFS WS Cash (011),1.637,016,016,0.06,1.05,10000.00,0.00,-0.12,0.82,0.00,NaN,NaN,0.81,NaN,1.64,1.63,1.64,1.64,1.65,1.64,1.66,0.99,0.80,1.62,0.909,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,0.0819,14.00,0.00,3.06,NaN,NaN,NaN
20190612,Normal ReBal,100+ Day High,011,CFS WS Cash (011),1.637,016,016,0.06,0.49,10000.00,0.00,-0.00,0.81,0.00,NaN,NaN,0.81,NaN,1.64,1.63,1.64,1.64,1.65,1.64,1.67,0.89,0.89,1.62,0.912,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,0.0923,14.00,0.00,3.06,NaN,NaN,NaN
20190613,Normal ReBal,100+ Day High,011,CFS WS Cash (011),1.637,016,016,0.06,1.19,10000.00,0.00,0.12,0.81,0.00,NaN,NaN,0.80,NaN,1.64,1.63,1.64,1.64,1.65,1.64,1.67,0.80,0.99,1.62,0.912,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,0.1018,14.00,0.00,3.06,NaN,NaN,NaN
20190614,Normal ReBal,100+ Day High,011,CFS WS Cash (011),1.637,016,016,0.06,2.06,10000.00,0.00,0.24,0.80,0.00,NaN,NaN,0.79,NaN,1.64,1.63,1.64,1.64,1.65,1.64,1.67,0.71,1.11,1.62,0.912,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,0.1112,14.00,0.00,3.06,NaN,NaN,NaN
20190617,Normal ReBal,100+ Day High,011,CFS WS Cash (011),1.638,016,016,0.07,2.10,10000.00,0.00,0.58,0.78,0.00,NaN,NaN,0.78,NaN,1.64,1.63,1.64,1.64,1.65,1.64,1.66,0.50,1.54,1.62,0.905,0.00,0.02,NOT HELD,NaN,NaN,NaN,0,0.1392,14.00,0.00,3.06,NaN,NaN,NaN
20190618,Normal ReBal,100+ Day High,011,CFS WS Cash (011),1.638,016,016,0.07,3.73,10000.00,0.00,0.68,0.78,0.00,NaN,NaN,0.77,NaN,1.64,1.63,1.64,1.64,1.65,1.64,1.66,0.45,1.71,1.62,0.908,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,0.1375,14.00,0.00,3.06,NaN,NaN,NaN
20190619,Normal ReBal,100+ Day High,011,CFS WS Cash (011),1.638,016,016,0.07,4.55,10000.00,0.00,0.78,0.77,0.00,NaN,NaN,0.76,NaN,1.64,1.63,1.64,1.64,1.65,1.64,1.66,0.40,1.89,1.62,0.912,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,0.1486,14.00,0.00,3.06,NaN,NaN,NaN
20190620,Normal ReBal,100+ Day High,011,CFS WS Cash (011),1.638,016,016,0.07,4.51,10000.00,0.00,0.88,0.76,0.00,NaN,NaN,0.76,NaN,1.64,1.63,1.64,1.64,1.65,1.64,1.67,0.36,2.10,1.62,0.915,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,0.1609,14.00,0.00,3.06,NaN,NaN,NaN
20190621,Normal ReBal,100+ Day High,011,CFS WS Cash (011),1.638,016,016,0.07,3.95,10000.00,0.00,0.98,0.76,0.00,NaN,NaN,0.75,NaN,1.64,1.63,1.64,1.64,1.65,1.64,1.68,0.32,2.34,1.62,0.918,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,0.1785,14.00,0.00,3.06,NaN,NaN,NaN
20190624,Normal ReBal,100+ Day High,011,CFS WS Cash (011),1.638,016,016,0.09,3.21,10000.00,0.00,0.89,0.74,0.00,NaN,NaN,0.74,NaN,1.64,1.63,1.64,1.64,1.65,1.64,1.67,0.35,2.13,1.62,0.911,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,0.1987,14.00,0.00,3.07,NaN,NaN,NaN
20190625,Normal ReBal,No action.,011,CFS WS Cash (011),1.638,016,016,0.07,1.65,0.00,0.00,0.57,0.74,0.00,NaN,NaN,0.74,NaN,1.64,1.63,1.64,1.64,1.65,1.64,1.67,0.51,1.53,1.62,0.911,0.00,0.00,NOT HELD,NaN,NaN,NaN,0,0.2094,0.00,0.00,3.07,NaN,NaN,NaN
20190626,Normal ReBal,100+ Day High,011,CFS WS Cash (011),1.638,016,016,0.07,1.43,10000.00,0.00,0.68,0.74,0.00,NaN,NaN,0.73,NaN,1.64,1.63,1.64,1.64,1.65,1.64,1.68,0.45,1.70,1.62,1.421,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,0.2195,14.00,0.00,3.07,NaN,NaN,NaN
20190627,Normal ReBal,No action.,011,CFS WS Cash (011),1.638,016,016,0.07,1.89,0.00,0.00,0.37,0.74,0.00,NaN,NaN,0.73,NaN,1.64,1.63,1.64,1.64,1.65,1.64,1.67,0.62,1.26,1.62,0.911,0.00,0.00,NOT HELD,NaN,NaN,NaN,0,0.2333,0.00,0.00,3.07,NaN,NaN,NaN
20190628,Normal ReBal,100+ Day High,011,CFS WS Cash (011),1.638,016,016,0.07,1.01,10000.00,0.00,0.48,0.73,-0.01,NaN,NaN,0.73,NaN,1.64,1.63,1.64,1.64,1.65,1.64,1.67,0.56,1.40,1.62,0.911,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,0.2467,14.00,0.00,3.07,NaN,NaN,NaN
20190630,Normal ReBal,No action.,011,CFS WS Cash (011),1.638,016,016,0.05,1.22,0.00,1.00,-0.14,0.73,-0.01,NaN,NaN,0.73,NaN,1.64,1.63,1.64,1.64,1.65,1.64,1.65,1.01,0.78,1.62,0.901,0.00,0.00,NOT HELD,NaN,NaN,NaN,0,0.2629,0.00,0.00,3.07,NaN,NaN,NaN
20190701,Normal ReBal,No action.,011,CFS WS Cash (011),1.638,016,016,0.04,1.15,0.00,3.00,-0.86,0.74,0.00,NaN,NaN,0.73,NaN,1.64,1.63,1.64,1.64,1.65,1.64,1.64,2.06,0.37,1.64,0.075,-0.00,-0.01,NOT HELD,NaN,NaN,NaN,0,0.2782,0.00,0.00,3.07,NaN,NaN,NaN
20190702,Normal ReBal,No action.,011,CFS WS Cash (011),1.638,016,016,0.04,0.20,1.00,0.00,-0.74,0.73,0.00,NaN,NaN,0.73,NaN,1.64,1.63,1.64,1.64,1.65,1.64,1.64,1.81,0.42,1.64,0.081,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,0.2870,0.00,0.00,3.07,NaN,NaN,NaN
20190703,Normal ReBal,100+ Day High,011,CFS WS Cash (011),1.639,016,016,0.04,-0.07,10000.00,0.00,-0.61,0.73,0.00,NaN,NaN,0.72,NaN,1.64,1.63,1.64,1.64,1.65,1.64,1.64,1.59,0.49,1.64,0.081,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,0.2965,14.00,0.00,3.07,NaN,NaN,NaN
20190704,Normal ReBal,100+ Day High,011,CFS WS Cash (011),1.639,016,016,0.04,0.71,10000.00,0.00,-0.49,0.72,0.00,NaN,NaN,0.71,NaN,1.64,1.63,1.64,1.64,1.65,1.64,1.64,1.41,0.55,1.64,0.081,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,0.3088,14.00,0.00,3.07,NaN,NaN,NaN
20190705,Normal ReBal,100+ Day High,011,CFS WS Cash (011),1.639,016,016,0.03,0.83,10000.00,0.00,-0.37,0.71,0.00,NaN,NaN,0.71,NaN,1.64,1.63,1.64,1.64,1.65,1.64,1.64,1.26,0.62,1.62,1.062,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,0.3218,14.00,0.00,3.07,NaN,NaN,NaN
20190708,Normal ReBal,100+ Day High,011,CFS WS Cash (011),1.639,016,016,0.04,0.05,10000.00,0.00,-0.45,0.70,0.00,NaN,NaN,0.70,NaN,1.64,1.63,1.64,1.64,1.65,1.64,1.63,1.36,0.58,1.62,1.054,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,0.3551,14.00,0.00,3.07,NaN,NaN,NaN
20190709,Normal ReBal,No action.,011,CFS WS Cash (011),1.639,016,016,0.04,0.21,0.00,0.00,-0.75,0.70,0.00,NaN,NaN,0.70,NaN,1.64,1.63,1.64,1.64,1.65,1.64,1.63,1.83,0.42,1.62,1.054,0.00,0.00,NOT HELD,NaN,NaN,NaN,0,0.3530,0.00,0.00,3.07,NaN,NaN,NaN
20190710,Normal ReBal,100+ Day High,011,CFS WS Cash (011),1.639,016,016,0.04,-0.06,10000.00,0.00,-0.63,0.70,0.00,NaN,NaN,0.69,NaN,1.64,1.63,1.64,1.64,1.65,1.64,1.64,1.62,0.48,1.64,0.081,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,0.3607,14.00,0.00,3.07,NaN,NaN,NaN
20190711,Normal ReBal,No action.,011,CFS WS Cash (011),1.639,016,016,0.04,0.93,0.00,0.00,-0.92,0.70,0.00,NaN,NaN,0.69,NaN,1.64,1.63,1.64,1.64,1.65,1.64,1.63,2.21,0.34,1.64,0.080,0.00,0.00,NOT HELD,NaN,NaN,NaN,0,0.3725,0.00,0.00,3.07,NaN,NaN,NaN
20190712,Normal ReBal,No action.,011,CFS WS Cash (011),1.639,016,016,0.04,0.65,0.00,0.00,-1.21,0.70,0.00,NaN,NaN,0.69,NaN,1.64,1.63,1.64,1.64,1.65,1.64,1.62,3.10,0.23,1.64,0.080,0.00,0.00,NOT HELD,NaN,NaN,NaN,0,0.4092,0.00,0.00,3.07,NaN,NaN,NaN
20190715,Normal ReBal,100+ Day High,011,CFS WS Cash (011),1.639,016,016,0.05,-0.14,10000.00,0.00,-1.70,0.69,0.00,NaN,NaN,0.68,NaN,1.64,1.63,1.64,1.64,1.65,1.64,1.61,6.66,0.08,1.64,0.079,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,0.4016,14.00,0.00,3.07,NaN,NaN,NaN
20190716,Normal ReBal,100+ Day High,011,CFS WS Cash (011),1.639,016,016,0.05,-0.44,10000.00,0.00,-1.55,0.68,0.00,NaN,NaN,0.68,NaN,1.64,1.63,1.64,1.64,1.65,1.64,1.61,5.11,0.12,1.62,1.042,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,0.4078,14.00,0.00,3.07,NaN,NaN,NaN
20190717,Normal ReBal,No action.,011,CFS WS Cash (011),1.639,016,016,0.04,-0.29,0.00,0.00,-1.83,0.68,0.00,NaN,NaN,0.68,NaN,1.64,1.63,1.64,1.64,1.65,1.64,1.61,9.11,0.04,1.62,1.038,0.00,0.00,NOT HELD,NaN,NaN,NaN,0,0.4180,0.00,0.00,3.07,NaN,NaN,NaN
20190718,Normal ReBal,100+ Day High,011,CFS WS Cash (011),1.639,016,016,0.04,-0.98,10000.00,0.00,-1.69,0.68,0.00,NaN,NaN,0.67,NaN,1.64,1.63,1.64,1.64,1.65,1.64,1.61,6.63,0.08,1.62,1.038,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,0.4285,14.00,0.00,3.07,NaN,NaN,NaN
20190719,Normal ReBal,No action.,011,CFS WS Cash (011),1.639,016,016,0.04,-0.55,0.00,0.00,-1.96,0.68,0.00,NaN,NaN,0.67,NaN,1.64,1.63,1.64,1.64,1.65,1.64,1.60,13.85,0.01,1.62,1.034,0.00,0.00,NOT HELD,NaN,NaN,NaN,0,0.4457,0.00,0.00,3.07,NaN,NaN,NaN
20190722,Normal ReBal,100+ Day High,011,CFS WS Cash (011),1.639,016,016,0.03,0.31,10000.00,0.00,-2.41,0.67,0.00,NaN,NaN,0.67,NaN,1.64,1.63,1.64,1.64,1.65,1.64,1.59,-26.97,-0.09,1.64,0.078,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,0.4563,14.00,0.00,3.07,NaN,NaN,NaN
20190723,Normal ReBal,100+ Day High,011,CFS WS Cash (011),1.640,016,016,0.04,0.88,10000.00,0.00,-2.25,0.66,0.00,NaN,NaN,0.66,NaN,1.64,1.63,1.64,1.64,1.65,1.64,1.60,-6582.49,-0.06,1.64,0.079,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,0.4625,14.00,0.00,3.07,NaN,NaN,NaN
20190724,Normal ReBal,100+ Day High,011,CFS WS Cash (011),1.640,016,016,0.06,1.17,10000.00,0.00,-0.52,0.63,0.00,NaN,NaN,0.63,NaN,1.64,1.63,1.64,1.64,1.65,1.64,1.62,1.46,0.53,1.62,1.045,0.00,0.03,NOT HELD,NaN,NaN,NaN,0,0.4799,14.00,0.00,3.07,NaN,NaN,NaN
20190725,Normal ReBal,100+ Day High,011,CFS WS Cash (011),1.640,016,016,0.07,1.38,10000.00,0.00,-0.02,0.62,0.00,NaN,NaN,0.62,NaN,1.64,1.63,1.64,1.64,1.65,1.64,1.63,0.90,0.87,1.62,1.053,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,0.4865,14.00,0.00,3.07,NaN,NaN,NaN
20190726,Normal ReBal,No action.,011,CFS WS Cash (011),1.640,016,016,0.07,1.52,0.00,0.00,-0.32,0.62,0.00,NaN,NaN,0.62,NaN,1.64,1.63,1.64,1.64,1.65,1.64,1.62,1.20,0.65,1.64,0.080,0.00,0.00,NOT HELD,NaN,NaN,NaN,0,0.5015,0.00,0.00,3.07,NaN,NaN,NaN
20190729,Normal ReBal,No action.,011,CFS WS Cash (011),1.640,016,016,0.07,2.44,0.00,2.00,-1.22,0.62,0.00,NaN,NaN,0.62,NaN,1.64,1.63,1.64,1.64,1.65,1.64,1.61,3.12,0.23,1.64,0.079,0.00,0.00,NOT HELD,NaN,NaN,NaN,0,0.5172,0.00,0.00,3.07,NaN,NaN,NaN
20190730,Normal ReBal,100+ Day High,011,CFS WS Cash (011),1.640,016,016,0.07,2.75,10000.00,0.00,-0.69,0.61,0.00,NaN,NaN,0.61,NaN,1.64,1.63,1.64,1.64,1.65,1.64,1.62,1.73,0.44,1.64,0.080,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,0.5237,14.00,0.00,3.07,NaN,NaN,NaN
20190731,Normal ReBal,No action.,011,CFS WS Cash (011),1.640,016,016,0.07,1.96,0.00,0.00,-0.98,0.61,0.00,NaN,NaN,0.61,NaN,1.64,1.63,1.64,1.64,1.65,1.64,1.62,2.35,0.31,1.64,0.080,0.00,0.00,NOT HELD,NaN,NaN,NaN,0,0.5472,0.00,0.00,3.07,NaN,NaN,NaN
20190801,Normal ReBal,No action.,011,CFS WS Cash (011),1.640,016,016,0.07,1.97,0.00,0.00,-1.27,0.61,0.00,NaN,NaN,0.61,NaN,1.64,1.63,1.64,1.64,1.65,1.64,1.62,3.33,0.21,1.64,0.080,0.00,0.00,NOT HELD,NaN,NaN,NaN,0,0.5469,0.00,0.00,3.07,NaN,NaN,NaN
20190802,Normal ReBal,100+ Day High,011,CFS WS Cash (011),1.641,016,016,0.07,0.75,10000.00,0.00,-1.15,0.60,0.00,NaN,NaN,0.60,NaN,1.64,1.63,1.64,1.64,1.65,1.64,1.62,2.85,0.25,1.64,0.080,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,0.5572,14.00,0.00,3.08,NaN,NaN,NaN
20190805,Normal ReBal,100+ Day High,011,CFS WS Cash (011),1.641,016,016,0.07,-0.98,10000.00,0.00,-1.62,0.60,0.00,NaN,NaN,0.59,NaN,1.64,1.63,1.64,1.64,1.65,1.64,1.60,5.69,0.10,1.64,0.079,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,0.5826,14.00,0.00,3.08,NaN,NaN,NaN
20190806,Normal ReBal,100+ Day High,011,CFS WS Cash (011),1.641,016,016,0.07,-3.64,10000.00,0.00,-1.48,0.59,0.00,NaN,NaN,0.59,NaN,1.64,1.63,1.64,1.64,1.65,1.64,1.61,4.52,0.14,1.64,0.079,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,0.5794,14.00,0.00,3.08,NaN,NaN,NaN
20190807,Normal ReBal,No action.,011,CFS WS Cash (011),1.641,016,016,0.04,-3.80,0.00,0.00,-1.75,0.59,0.00,NaN,NaN,0.59,NaN,1.64,1.63,1.64,1.64,1.65,1.64,1.60,7.46,0.06,1.64,0.079,0.00,0.00,NOT HELD,NaN,NaN,NaN,0,0.5872,0.00,0.00,3.08,NaN,NaN,NaN
20190808,Normal ReBal,100+ Day High,011,CFS WS Cash (011),1.641,016,016,0.04,-3.79,10000.00,0.00,-1.62,0.59,0.00,NaN,NaN,0.58,NaN,1.64,1.63,1.64,1.64,1.65,1.64,1.62,5.71,0.10,1.64,0.080,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,0.5893,14.00,0.00,3.08,NaN,NaN,NaN
20190809,Normal ReBal,100+ Day High,011,CFS WS Cash (011),1.641,016,016,0.04,-3.18,10000.00,0.00,-1.48,0.58,0.00,NaN,NaN,0.58,NaN,1.64,1.63,1.64,1.64,1.65,1.64,1.62,4.54,0.14,1.64,0.080,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,0.5986,14.00,0.00,3.08,NaN,NaN,NaN
20190812,Normal ReBal,100+ Day High,011,CFS WS Cash (011),1.641,016,016,0.05,-3.43,10000.00,0.00,-1.92,0.57,0.00,NaN,NaN,0.57,NaN,1.64,1.63,1.64,1.64,1.65,1.64,1.60,11.89,0.02,1.64,0.079,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,0.6121,14.00,0.00,3.08,NaN,NaN,NaN
20190813,Normal ReBal,No action.,011,CFS WS Cash (011),1.641,016,016,0.04,-3.82,0.00,0.00,-2.16,0.57,0.00,NaN,NaN,0.57,NaN,1.64,1.63,1.64,1.64,1.65,1.64,1.60,46.33,-0.04,1.64,0.079,0.00,0.00,NOT HELD,NaN,NaN,NaN,0,0.6146,0.00,0.00,3.08,NaN,NaN,NaN
20190814,Normal ReBal,100+ Day High,011,CFS WS Cash (011),1.641,016,016,0.04,-2.61,10000.00,0.00,-2.01,0.57,0.00,NaN,NaN,0.56,NaN,1.64,1.63,1.64,1.64,1.65,1.64,1.60,16.77,-0.00,1.64,0.079,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,0.6236,14.00,0.00,3.08,NaN,NaN,NaN
20190815,Normal ReBal,No action.,011,CFS WS Cash (011),1.641,016,016,0.04,-4.88,0.00,0.00,-2.24,0.57,0.00,NaN,NaN,0.56,NaN,1.64,1.63,1.64,1.64,1.65,1.64,1.60,577.44,-0.05,1.64,0.079,0.00,0.00,NOT HELD,NaN,NaN,NaN,0,0.6383,0.00,0.00,3.08,NaN,NaN,NaN
20190816,Normal ReBal,No action.,011,CFS WS Cash (011),1.641,016,016,0.04,-4.35,0.00,0.00,-2.46,0.57,0.00,NaN,NaN,0.56,NaN,1.64,1.63,1.64,1.64,1.65,1.64,1.60,-21.03,-0.10,1.64,0.079,0.00,0.00,NOT HELD,NaN,NaN,NaN,0,0.6391,0.00,0.00,3.08,NaN,NaN,NaN
20190819,Normal ReBal,100+ Day High,011,CFS WS Cash (011),1.641,016,016,0.04,-1.55,10000.00,0.00,-2.83,0.56,0.00,NaN,NaN,0.56,NaN,1.64,1.63,1.64,1.64,1.65,1.64,1.58,-8.36,-0.16,1.64,0.078,0.00,0.01,NOT HELD,NaN,NaN,NaN,0,0.6554,14.00,0.00,3.08,NaN,NaN,NaN
